,enzyme,gene_symbol
1792,3.4.17.12,CPM
1793,1.13.11.63,BCO1
1794,2.3.1.7,CRAT
1795,2.7.1.113,DGUOK
1796,1.3.1.21,DHCR7
1797,3.6.1.23,DUT
1798,2.4.1.224,EXT1
1799,2.4.1.224,EXT2
1800,2.4.1.224,EXTL1
1801,2.4.1.224,EXTL3
1802,2.4.1.225,EXT1
1803,2.4.1.225,EXT2
1804,2.4.1.223,EXTL2
1805,2.4.1.223,EXTL3
1806,1.2.1.3,ALDH2
1807,1.2.1.3,ALDH1B1
1808,1.2.1.3,ALDH9A1
1809,1.2.1.3,ALDH3A2
1810,1.2.1.3,ALDH7A1
1811,2.7.9.3,SEPHS2
1812,2.7.9.3,SEPHS1
1813,1.14.13.8,FMO1
1814,1.14.13.8,FMO2
1815,1.14.13.8,FMO3
1816,1.14.13.8,FMO4
1817,1.14.13.8,FMO5
1818,2.4.2.19,QPRT
1819,4.2.1.46,TGDS
1820,6.3.2.17,FPGS
1821,2.4.1.68,FUT8
1822,2.1.1.2,GAMT
1823,3.5.4.6,AMPD1
1824,3.5.4.6,AMPD2
1825,3.5.4.6,AMPD3
1826,3.5.1.2,GLS2
1827,3.5.1.2,GLS
1828,2.1.1.20,GNMT
1829,2.4.1.117,ALG5
1830,2.4.1.186,GYG1
1831,2.4.1.186,GYG2
1832,3.4.19.6,TRHDE
1833,2.6.1.52,PSAT1
1834,2.4.1.11,GYS1
1835,2.4.1.11,GYS2
1836,6.1.1.5,IARS1
1837,6.1.1.5,IARS2
1838,1.1.1.42,IDH1
1839,1.1.1.42,IDH2
1840,5.3.3.2,IDI1
1841,5.3.3.2,IDI2
1842,3.1.6.13,IDS
1843,3.1.3.25,IMPA1
1844,3.1.3.25,IMPA2
1845,3.1.3.25,IMPAD1
1846,2.7.1.127,ITPKA
1847,2.7.1.127,ITPKB
1848,2.7.1.127,ITPKC
1849,2.7.1.3,KHK
1850,3.5.3.1,ARG1
1851,3.5.3.1,ARG2
1852,2.4.1.22,B4GALT1
1853,2.4.1.22,LALBA
1854,2.4.1.22,B4GALT2
1855,3.4.11.3,LNPEP
1856,1.4.3.13,LOX
1857,3.1.1.7,ACHE
1858,3.2.1.18,NEU3
1859,3.2.1.18,NEU4
1860,3.2.1.18,NEU1
1861,3.2.1.18,NEU2
1862,3.4.24.61,NRDC
1863,3.4.21.10,ACR
1864,2.1.3.3,OTC
1865,2.7.4.10,AK3
1866,2.1.1.77,PCMT1
1867,3.4.14.4,DPP3
1868,6.1.1.2,WARS2
1869,6.1.1.2,WARS1
1870,1.13.11.20,CDO1
1871,2.7.7.41,CDS1
1872,2.7.7.41,CDS2
1873,6.3.3.2,ST20-MTHFS
1874,6.3.3.2,MTHFS
1875,1.5.1.6,ALDH1L1
1876,1.5.1.6,ALDH1L2
1877,5.5.1.4,ISYNA1
1878,3.5.1.6,UPB1
1879,1.1.1.44,PGD
1880,1.1.1.343,PGD
1881,3.1.4.4,PLD4
1882,3.1.4.4,PLD3
1883,3.1.4.4,PLD1
1884,3.1.4.4,PLD2
1885,3.1.3.43,PDP1
1886,3.1.3.43,PDP2
1887,3.4.19.3,PGPEP1
1888,1.5.5.2,PRODH
1889,2.7.8.29,PTDSS2
1890,2.4.2.9,UPRT
1891,1.3.8.8,ACADL
1892,2.7.11.10,CHUK
1893,2.7.11.10,TBK1
1894,2.7.11.10,IKBKB
1895,2.7.11.10,IKBKE
1896,2.7.11.21,PLK4
1897,2.7.11.21,PLK2
1898,2.7.11.21,PLK3
1899,2.7.11.21,PLK1
1900,4.1.1.19,AZIN2
1901,4.3.2.7,CHAC2
1902,4.3.2.7,CHAC1
1903,2.7.11.2,PDK1
1904,2.7.11.2,PDK2
1905,2.7.11.2,PDK3
1906,2.7.11.2,PDK4
1907,3.2.2.21,MPG
1908,4.1.1.36,PPCDC
1909,2.4.1.174,CSGALNACT2
1910,2.4.1.174,CSGALNACT1
1911,2.4.1.175,CHSY1
1912,2.4.1.175,CHSY3
1913,2.4.1.175,CSGALNACT2
1914,2.4.1.175,CSGALNACT1
1915,2.4.1.175,CHPF
1916,1.1.99.1,CHDH
1917,3.2.1.14,CHIT1
1918,3.2.1.14,CHIA
1919,1.14.18.9,MSMO1
1920,1.1.1.170,NSDHL
1921,2.5.1.16,SRM
1922,1.1.1.10,DCXR
1923,4.1.2.4,DERA
1924,2.5.1.58,FNTA
1925,2.5.1.58,FNTB
1926,2.3.1.75,AWAT1
1927,2.3.1.75,AWAT2
1928,2.3.1.75,DGAT2
1929,2.3.1.75,DGAT1
1930,1.3.1.91,DUS2
1931,2.4.1.147,B3GNT6
1932,1.3.1.89,DUS3L
1933,1.3.1.90,DUS4L
1934,3.2.1.207,GANAB
1935,2.7.1.137,PIK3C3
1936,2.4.1.134,B3GALT6
1937,5.2.1.8,PPIF
1938,5.2.1.8,CWC27
1939,5.2.1.8,PPIE
1940,5.2.1.8,PPIH
1941,5.2.1.8,FKBP9
1942,5.2.1.8,FKBP1A
1943,5.2.1.8,FKBP1B
1944,5.2.1.8,FKBP2
1945,5.2.1.8,FKBP3
1946,5.2.1.8,FKBP4
1947,5.2.1.8,FKBP5
1948,5.2.1.8,PPWD1
1949,5.2.1.8,PPIL2
1950,5.2.1.8,FKBP8
1951,5.2.1.8,PPIL6
1952,5.2.1.8,FKBP11
1953,5.2.1.8,PPIL1
1954,5.2.1.8,FKBP7
1955,5.2.1.8,PIN1
1956,5.2.1.8,PIN4
1957,5.2.1.8,PPIL3
1958,5.2.1.8,PPIA
1959,5.2.1.8,PPIB
1960,5.2.1.8,PPIC
1961,5.2.1.8,PPID
1962,5.2.1.8,FKBP14
1963,5.2.1.8,FKBP10
1964,5.2.1.8,PPIAL4G
1965,5.2.1.8,PPIAL4D
1966,5.2.1.8,PPIAL4A
1967,5.2.1.8,PPIAL4C
1968,5.2.1.8,PPIAL4F
1969,5.2.1.8,PPIAL4E
1970,5.2.1.8,FKBP6
1971,5.2.1.8,PPIL4
1972,5.2.1.8,PPIG
1973,2.3.1.179,OXSM
1974,2.7.11.14,GRK7
1975,2.7.11.14,GRK1
1976,1.3.99.12,ACADSB
1977,1.3.8.9,ACADVL
1978,2.4.1.259,ALG9
1979,2.4.1.261,ALG9
1980,1.5.8.3,SARDH
1981,2.3.1.57,SAT2
1982,2.3.1.57,SAT1
1983,3.1.1.23,MGLL
1984,3.1.1.23,ABHD12
1985,3.1.1.23,ABHD6
1986,2.5.1.17,MMAB
1987,3.4.17.23,ACE2
1988,3.3.2.9,EPHX1
1989,3.3.2.10,EPHX2
1990,3.3.2.10,EPHX3
1991,3.1.3.76,EPHX2
1992,1.13.11.52,IDO2
1993,1.13.11.52,IDO1
1994,2.4.1.131,ALG11
1995,1.3.1.72,DHCR24
1996,1.15.1.1,SOD1
1997,1.15.1.1,SOD2
1998,1.15.1.1,SOD3
1999,6.1.1.6,KARS1
2000,2.3.2.31,ARIH2
2001,2.3.2.31,RBCK1
2002,2.3.2.31,RFFL
2003,2.3.2.31,RNF19B
2004,2.3.2.31,RNF183
2005,2.3.2.31,RNF217
2006,2.3.2.31,RNF168
2007,2.3.2.31,RNF169
2008,2.3.2.31,RNF144B
2009,2.3.2.31,ARIH1
2010,2.3.2.31,RNF19A
2011,2.3.2.31,PRKN
2012,2.3.2.31,ANKIB1
2013,2.3.2.31,RNF216
2014,2.3.2.31,RNF31
2015,2.3.2.31,RNF34
2016,2.3.2.31,RNF14
2017,2.3.2.31,RNF144A
2018,2.7.11.30,ACVR1C
2019,2.7.11.30,AMHR2
2020,2.7.11.30,BMPR1A
2021,2.7.11.30,BMPR1B
2022,2.7.11.30,BMPR2
2023,2.7.11.30,TGFBR1
2024,2.7.11.30,TGFBR2
2025,2.7.11.30,ACVR1
2026,2.7.11.30,ACVR1B
2027,2.7.11.30,ACVR2A
2028,2.7.11.30,ACVR2B
2029,2.7.11.30,ACVRL1
2030,3.4.21.38,F12
2031,6.1.1.4,LARS2
2032,6.1.1.4,LARS1
2033,2.7.1.28,TKFC
2034,2.7.1.29,TKFC
2035,4.6.1.15,TKFC
2036,2.8.1.8,LIAS
2037,3.4.21.106,HPN
2038,3.4.21.108,HTRA2
2039,3.4.21.117,KLK7
2040,3.4.21.118,KLK8
2041,3.4.24.11,MME
2042,3.4.24.11,MMEL1
2043,2.7.8.41,CRLS1
2044,3.1.4.35,PDE10A
2045,3.1.4.35,PDE11A
2046,3.1.4.35,PDE6A
2047,3.1.4.35,PDE6C
2048,3.1.4.35,PDE9A
2049,3.1.4.35,PDE6B
2050,3.1.4.35,PDE5A
2051,1.14.11.66,KDM4B
2052,1.14.11.66,KDM4C
2053,1.14.11.66,KDM4E
2054,1.14.11.66,KDM4D
2055,1.14.11.66,KDM4A
2056,1.14.11.69,KDM4B
2057,1.14.11.69,KDM4C
2058,1.14.11.69,KDM4E
2059,1.14.11.69,KDM4D
2060,1.14.11.69,KDM4A
2061,3.4.24.87,ADAMTS13
2062,2.4.1.135,B3GAT2
2063,2.4.1.135,B3GAT3
2064,2.4.1.135,B3GAT1
2065,5.3.4.1,PDIA6
2066,5.3.4.1,PDIA5
2067,5.3.4.1,PDIA3
2068,5.3.4.1,P4HB
2069,5.3.4.1,TMX3
2070,5.3.4.1,PDIA2
2071,5.3.4.1,PDIA4
2072,3.4.24.14,ADAMTS2
2073,3.4.24.82,ADAMTS4
2074,1.8.4.2,TXNDC12
2075,3.4.24.63,MEP1B
2076,3.4.24.18,MEP1A
2077,4.1.1.29,GADL1
2078,4.1.1.29,CSAD
2079,3.5.1.88,PDF
2080,2.1.1.49,INMT
2081,2.1.1.96,INMT
2082,3.5.3.11,AGMAT
2083,3.4.11.21,DNPEP
2084,3.4.21.36,CELA1
2085,3.4.21.71,CELA2B
2086,3.4.21.71,CELA2A
2087,3.6.1.3,ENTPD2
2088,3.6.1.5,ENTPD8
2089,3.6.1.5,ENTPD1
2090,3.6.1.5,ENTPD3
2091,3.6.1.6,CANT1
2092,3.6.1.6,ENTPD6
2093,3.6.1.6,ENTPD5
2094,3.6.1.6,ENTPD4
2095,2.7.1.30,GK5
2096,2.7.1.30,GK
2097,2.7.1.30,GK2
2098,1.14.11.8,TMLHE
2099,2.7.1.21,TK1
2100,2.7.1.21,TK2
2101,3.2.1.113,MAN1A2
2102,3.2.1.113,MAN1A1
2103,3.2.1.113,MAN1C1
2104,3.4.17.21,NAALAD2
2105,3.4.17.21,NAALADL1
2106,3.4.17.21,FOLH1
2107,3.4.17.21,NAALADL2
2108,1.14.11.2,P4HA3
2109,1.14.11.2,P4HA1
2110,1.14.11.2,P4HA2
2111,1.14.19.1,SCD
2112,1.14.19.1,SCD5
2113,7.2.2.13,ATP1A1
2114,7.2.2.13,ATP1A2
2115,7.2.2.13,ATP1A3
2116,7.2.2.13,ATP1A4
2117,2.4.1.149,B3GNT3
2118,2.4.1.149,B3GNT2
2119,2.4.1.149,B3GNT4
2120,1.14.15.15,CYP27A1
2121,3.1.26.5,POP7
2122,3.1.26.5,RPP30
2123,3.1.26.5,RPP38
2124,3.1.26.5,POP4
2125,3.1.26.5,RPP40
2126,3.1.26.5,POP1
2127,3.1.26.5,RPP14
2128,3.1.26.5,RPP25L
2129,3.1.26.5,POP5
2130,3.1.26.5,RPP25
2131,3.1.26.5,RPP21
2132,2.4.99.7,ST6GALNAC4
2133,2.4.99.9,ST3GAL5
2134,2.1.1.114,COQ3
2135,2.1.1.64,COQ3
2136,5.4.99.12,PUS1
2137,2.3.3.1,CS
2138,2.4.1.228,A4GALT
2139,1.14.14.1,CYP3A7-CYP3A51P
2140,1.14.14.1,CYP2D6
2141,1.14.14.1,CYP4F8
2142,1.14.14.1,CYP1A1
2143,1.14.14.1,CYP1A2
2144,1.14.14.1,CYP1B1
2145,1.14.14.1,CYP2A7
2146,1.14.14.1,CYP3A7
2147,1.14.14.1,CYP2A13
2148,1.14.14.1,CYP2C8
2149,1.14.14.1,CYP2C18
2150,1.14.14.1,CYP2D7
2151,1.14.14.1,CYP2D6
2152,1.14.14.1,CYP2F1
2153,1.14.14.1,CYP2J2
2154,1.14.14.1,CYP3A5
2155,1.14.14.1,CYP4B1
2156,1.14.14.1,CYP4Z1
2157,1.14.14.1,CYP4X1
2158,1.14.14.1,CYP2S1
2159,1.14.14.1,CYP4F11
2160,1.14.14.1,CYP3A43
2161,1.14.14.1,CYP4F12
2162,1.14.14.24,CYP2R1
2163,1.14.14.29,CYP7B1
2164,1.14.18.8,CYP8B1
2165,1.14.14.139,CYP8B1
2166,1.14.14.14,CYP19A1
2167,1.14.15.16,CYP24A1
2168,1.14.14.26,CYP39A1
2169,1.14.14.25,CYP46A1
2170,4.2.1.17,ECHS1
2171,4.2.1.17,EHHADH
2172,4.2.1.17,HADHA
2173,1.14.14.79,CYP4V2
2174,1.14.14.79,CYP4F3
2175,1.14.14.79,CYP4F2
2176,2.3.1.16,ACAA2
2177,2.3.1.16,ACAA1
2178,2.3.1.16,HADHB
2179,2.4.1.47,UGT8
2180,3.4.24.19,BMP1
2181,1.14.11.29,EGLN2
2182,1.14.11.29,EGLN3
2183,1.14.11.29,EGLN1
2184,1.1.1.34,HMGCR
2185,1.2.4.2,OGDH
2186,1.2.4.2,DHTKD1
2187,1.2.4.2,OGDHL
2188,3.5.1.92,VNN3
2189,3.5.1.92,VNN2
2190,3.5.1.92,VNN1
2191,1.6.5.2,NQO1
2192,1.10.5.1,NQO2
2193,2.6.1.42,BCAT1
2194,2.6.1.42,BCAT2
2195,3.1.3.57,INPP1
2196,2.8.2.35,CHST14
2197,2.8.2.33,CHST15
2198,1.14.11.7,P3H3
2199,1.14.11.7,P3H2
2200,1.14.11.7,P3H1
2201,2.7.11.4,BCKDK
2202,2.7.11.15,GRK2
2203,2.7.11.15,GRK3
2204,6.1.1.17,EARS2
2205,6.1.1.17,EPRS1
2206,1.13.11.33,ALOX15
2207,1.13.11.33,ALOX15B
2208,1.6.2.2,CYB5R3
2209,1.6.2.2,CYB5R4
2210,1.6.2.2,CYB5R2
2211,1.6.2.2,CYB5R1
2212,1.6.2.2,CYB5RL
2213,3.1.6.12,ARSB
2214,6.1.1.15,EPRS1
2215,6.1.1.15,PARS2
2216,3.5.1.52,NGLY1
2217,4.6.1.1,ADCY1
2218,4.6.1.1,ADCY2
2219,4.6.1.1,ADCY3
2220,4.6.1.1,ADCY5
2221,4.6.1.1,ADCY6
2222,4.6.1.1,ADCY7
2223,4.6.1.1,ADCY8
2224,4.6.1.1,ADCY9
2225,4.6.1.1,ADCY4
2226,4.6.1.1,ADCY10
2227,2.7.11.19,PHKG1
2228,2.7.11.19,PHKG2
2229,3.4.23.46,BACE1
2230,2.4.1.65,FUT3
2231,2.4.1.65,FUT5
2232,2.4.1.65,FUT6
2233,2.4.1.274,B4GALT6
2234,2.7.7.72,TRNT1
2235,6.1.1.12,DARS1
2236,6.1.1.12,DARS2
2237,2.4.99.1,ST6GAL1
2238,2.4.99.1,ST6GAL2
2239,2.7.11.18,MYLK4
2240,2.7.11.18,MYLK
2241,2.7.11.18,MYLK2
2242,2.7.11.18,MYLK3
2243,2.3.2.8,ATE1
2244,1.1.1.31,HIBADH
2245,1.14.14.23,CYP7A1
2246,1.14.14.19,CYP17A1
2247,1.14.14.32,CYP17A1
2248,1.14.14.16,CYP21A2
2249,5.3.99.4,PTGIS
2250,3.4.21.1,CTRB1
2251,3.4.21.1,CTRB2
2252,1.8.4.11,MSRA
2253,1.14.15.6,CYP11A1
2254,3.4.17.15,CPA2
2255,2.8.2.2,SULT2B1
2256,1.1.1.102,KDSR
2257,2.4.1.86,B3GALT2
2258,2.4.1.86,B3GALT1
2259,2.4.1.146,B3GNT3
2260,3.2.1.166,HPSE
2261,2.1.1.166,MRM2
2262,3.4.24.7,MMP1
2263,3.4.24.24,MMP2
2264,1.14.19.20,SC5D
2265,3.4.24.17,MMP3
2266,3.4.24.23,MMP7
2267,3.4.24.34,MMP8
2268,3.4.24.35,MMP9
2269,3.4.24.22,MMP10
2270,3.4.24.65,MMP12
2271,3.4.24.80,MMP14
2272,2.1.1.201,COQ5
2273,3.1.2.21,OLAH
2274,3.4.23.34,CTSE
2275,3.4.22.52,CAPN1
2276,3.4.22.53,CAPN2
2277,3.4.22.54,CAPN3
2278,1.14.11.51,ALKBH1
2279,1.14.11.53,ALKBH5
2280,1.14.11.53,FTO
2281,2.1.1.229,ALKBH8
2282,2.3.2.32,RNF7
2283,2.3.2.32,RBX1
2284,2.3.3.8,ACLY
2285,3.5.1.89,PIGL
2286,1.8.3.5,PCYOX1
2287,1.8.3.6,PCYOX1
2288,2.4.2.3,UPP2
2289,2.4.2.3,UPP1
2290,2.4.99.3,ST6GALNAC1
2291,2.4.99.4,ST3GAL1
2292,2.4.99.4,ST3GAL2
2293,2.4.99.4,ST3GAL4
2294,2.4.99.8,ST8SIA1
2295,2.7.7.19,PAPOLA
2296,2.7.7.19,TENT4A
2297,2.7.7.19,TENT2
2298,2.7.7.19,TENT5D
2299,2.7.7.19,TENT5C
2300,2.7.7.19,MTPAP
2301,2.7.7.19,PAPOLB
2302,2.7.7.19,TENT4B
2303,2.7.7.19,TUT1
2304,2.7.7.19,PAPOLG
2305,1.9.3.1,COX1
2306,3.2.2.31,MUTYH
2307,3.2.2.27,UNG
2308,3.1.26.3,DROSHA
2309,3.4.24.86,ADAM17
2310,3.5.1.98,HDAC6
2311,3.5.1.98,HDAC5
2312,3.5.1.98,HDAC1
2313,3.5.1.98,HDAC2
2314,3.5.1.98,HDAC7
2315,3.5.1.98,HDAC8
2316,3.5.1.98,HDAC11
2317,3.5.1.98,HDAC10
2318,3.5.1.98,HDAC3
2319,3.5.1.98,HDAC9
2320,3.5.1.98,HDAC4
2321,3.1.4.11,PLCD3
2322,3.1.4.11,PLCH1
2323,3.1.4.11,PLCB1
2324,3.1.4.11,PLCE1
2325,3.1.4.11,PLCB2
2326,3.1.4.11,PLCB3
2327,3.1.4.11,PLCB4
2328,3.1.4.11,PLCD1
2329,3.1.4.11,PLCG1
2330,3.1.4.11,PLCG2
2331,3.1.4.11,PLCD4
2332,3.1.4.11,PLCZ1
2333,3.1.4.11,PLCH2
2334,2.7.1.160,TRPT1
2335,3.2.1.31,GUSB
2336,3.2.1.31,KL
2337,3.5.3.4,ALLC
2338,3.2.1.1,AMY1A
2339,3.2.1.1,AMY1B
2340,3.2.1.1,AMY1C
2341,3.2.1.1,AMY2A
2342,3.2.1.1,AMY2B
2343,2.3.1.50,SPTLC1
2344,2.3.1.50,SPTLC3
2345,2.3.1.50,SPTLC2
2346,3.1.3.4,PLPP4
2347,3.1.3.4,LPIN1
2348,3.1.3.4,LPIN3
2349,3.1.3.4,PLPP5
2350,3.1.3.4,PLPP1
2351,3.1.3.4,PLPP2
2352,3.1.3.4,PLPP3
2353,3.1.3.4,LPIN2
2354,1.1.1.35,EHHADH
2355,1.1.1.35,HSD17B10
2356,1.1.1.35,HADH
2357,2.7.1.11,PFKL
2358,2.7.1.11,PFKM
2359,2.7.1.11,PFKP
2360,2.7.1.36,MVK
2361,1.1.1.205,IMPDH1
2362,1.1.1.205,IMPDH2
2363,4.2.1.11,ENO1
2364,4.2.1.11,ENO2
2365,4.2.1.11,ENO3
2366,4.2.1.11,ENO4
2367,2.7.1.74,DCK
2368,3.4.17.3,CPN1
2369,2.7.1.6,GALK1
2370,3.4.22.27,CTSS
2371,3.4.21.4,PRSS1
2372,3.4.21.4,PRSS2
2373,3.4.21.4,PRSS3
2374,2.7.1.40,PKLR
2375,2.7.1.40,PKM
2376,1.3.99.23,RETSAT
2377,3.7.1.2,FAH
2378,2.7.7.12,GALT
2379,1.13.11.27,HPD
2380,1.14.14.18,HMOX1
2381,1.14.14.18,HMOX2
2382,3.4.17.2,CPB1
2383,2.5.1.21,FDFT1
2384,4.1.1.22,HDC
2385,3.1.3.1,ALPI
2386,3.1.3.1,ALPL
2387,3.1.3.1,ALPP
2388,3.1.3.1,ALPG
2389,3.6.1.7,ACYP1
2390,3.6.1.7,ACYP2
2391,2.7.7.31,DNTT
2392,4.1.1.50,AMD1
2393,1.3.8.1,ACADS
2394,2.1.1.56,RNMT
2395,3.6.1.1,PPA2
2396,3.6.1.1,PPA1
2397,3.6.1.1,LHPP
2398,1.3.1.2,DPYD
2399,3.4.23.5,CTSD
2400,2.4.1.133,B4GALT7
2401,5.3.1.22,HYI
2402,2.4.2.7,APRT
2403,2.8.2.1,SULT1A4
2404,2.8.2.1,SULT1A2
2405,2.8.2.1,SULT1A1
2406,2.8.2.1,SULT1A3
2407,3.4.22.15,CTSL
2408,2.1.1.13,MTR
2409,5.1.3.8,RENBP
2410,2.3.1.135,LRAT
2411,3.4.14.2,DPP7
2412,1.14.16.1,PAH
2413,1.4.3.3,DAO
2414,4.1.1.32,PCK1
2415,4.1.1.32,PCK2
2416,2.3.1.9,ACAT1
2417,2.3.1.9,ACAT2
2418,4.1.1.28,DDC
2419,4.1.1.105,DDC
2420,3.5.4.16,GCH1
2421,1.14.18.1,TYR
2422,2.7.8.11,CDIPT
2423,3.1.22.1,DNASE2
2424,3.1.22.1,DNASE2B
2425,2.7.1.1,HK1
2426,2.7.1.1,HK2
2427,2.7.1.1,HK3
2428,2.7.1.1,HKDC1
2429,3.5.1.9,AFMID
2430,3.1.1.45,CMBL
2431,3.2.2.19,ADPRH
2432,3.1.6.8,ARSA
2433,4.1.1.15,GAD1
2434,4.1.1.15,GAD2
2435,5.3.1.9,GPI
2436,2.1.1.45,TYMS
2437,2.5.1.6,MAT2B
2438,2.5.1.6,MAT1A
2439,2.5.1.6,MAT2A
2440,2.4.2.26,XYLT1
2441,2.4.2.26,XYLT2
2442,2.4.1.69,FUT1
2443,2.4.1.69,FUT2
2444,3.4.19.9,GGH
2445,3.1.3.66,INPP4A
2446,3.1.3.66,INPP4B
2447,1.6.2.4,POR
2448,1.13.11.34,ALOX5
2449,1.14.11.4,PLOD1
2450,1.14.11.4,PLOD2
2451,1.14.11.4,PLOD3
2452,1.3.8.7,ACADM
2453,2.4.1.1,PYGB
2454,2.4.1.1,PYGL
2455,2.4.1.1,PYGM
2456,1.4.3.1,DDO
2457,2.1.1.1,NNMT
2458,5.1.3.1,RPE
2459,5.1.3.1,RPEL1
2460,1.2.1.18,ALDH6A1
2461,1.2.1.27,ALDH6A1
2462,1.4.3.21,AOC2
2463,1.4.3.21,AOC3
2464,2.7.8.2,CEPT1
2465,2.7.8.2,CHPT1
2466,4.3.2.1,ASL
2467,2.1.1.67,TPMT
2468,5.3.99.3,PTGES3
2469,5.3.99.3,PTGES2
2470,5.3.99.3,PTGES
2471,3.1.3.77,ENOPH1
2472,1.3.1.24,BLVRA
2473,1.3.1.24,BLVRB
2474,3.4.11.9,XPNPEP3
2475,3.4.11.9,XPNPEP1
2476,3.4.11.9,XPNPEP2
2477,3.4.14.9,TPP1
2478,1.1.1.21,AKR1B1
2479,1.1.1.21,AKR1B10
2480,2.1.1.100,ICMT
2481,2.4.1.145,MGAT4B
2482,2.4.1.145,MGAT4A
2483,2.4.1.145,MGAT4D
2484,2.4.1.145,MGAT4C
2485,3.1.4.37,CNP
2486,3.5.4.5,CDA
2487,2.4.2.14,PPAT
2488,2.4.1.18,GBE1
2489,2.7.8.17,GNPTAB
2490,3.1.4.45,NAGPA
2491,3.4.21.20,CTSG
2492,2.4.1.102,GCNT1
2493,1.8.1.4,DLD
2494,6.3.4.2,CTPS1
2495,6.3.4.2,CTPS2
2496,2.7.1.26,RFK
2497,1.1.1.22,UGDH
2498,6.3.1.2,GLUL
2499,1.1.1.64,HSD17B3
2500,1.13.11.31,ALOX12
2501,3.5.2.9,OPLAH
2502,6.3.5.1,NADSYN1
2503,4.1.1.35,UXS1
2504,4.2.1.75,UROS
2505,3.4.21.78,GZMA
2506,3.2.1.25,MANBA
2507,2.3.1.87,AANAT
2508,1.3.8.4,IVD
2509,3.1.1.34,LPL
2510,3.2.1.51,FUCA1
2511,3.2.1.51,FUCA2
2512,3.4.21.35,KLK1
2513,3.4.21.35,KLK2
2514,4.2.1.22,CBSL
2515,4.2.1.22,CBS
2516,3.5.3.18,DDAH2
2517,3.5.3.18,DDAH1
2518,4.3.1.3,HAL
2519,1.13.99.1,MIOX
2520,3.1.6.14,GNS
2521,1.13.11.71,BCO2
2522,1.13.11.5,HGD
2523,1.2.1.5,ALDH3A1
2524,1.2.1.5,ALDH1A3
2525,1.2.1.5,ALDH3B1
2526,1.2.1.5,ALDH3B2
2527,1.14.17.1,DBH
2528,3.4.21.2,CTRC
2529,3.4.22.43,CTSV
2530,4.1.1.33,MVD
2531,3.6.4.13,G3BP1
2532,3.6.4.13,DDX39A
2533,3.6.4.13,DDX17
2534,3.6.4.13,DDX52
2535,3.6.4.13,DDX20
2536,3.6.4.13,DDX19B
2537,3.6.4.13,DDX42
2538,3.6.4.13,TDRD9
2539,3.6.4.13,DDX1
2540,3.6.4.13,DDX3X
2541,3.6.4.13,DDX5
2542,3.6.4.13,DQX1
2543,3.6.4.13,DDX6
2544,3.6.4.13,DHX8
2545,3.6.4.13,DHX9
2546,3.6.4.13,DDX10
2547,3.6.4.13,DDX11
2548,3.6.4.13,DHX15
2549,3.6.4.13,DDX53
2550,3.6.4.13,DHX36
2551,3.6.4.13,DHX30
2552,3.6.4.13,SNRNP200
2553,3.6.4.13,MTREX
2554,3.6.4.13,DDX58
2555,3.6.4.13,DDX25
2556,3.6.4.13,DDX51
2557,3.6.4.13,IGHMBP2
2558,3.6.4.13,MOV10
2559,3.6.4.13,DDX47
2560,3.6.4.13,DDX41
2561,3.6.4.13,MOV10L1
2562,3.6.4.13,DHX29
2563,3.6.4.13,DDX4
2564,3.6.4.13,DDX49
2565,3.6.4.13,DDX56
2566,3.6.4.13,DDX19A
2567,3.6.4.13,DDX43
2568,3.6.4.13,DDX60
2569,3.6.4.13,DDX27
2570,3.6.4.13,DHX32
2571,3.6.4.13,DDX28
2572,3.6.4.13,DHX33
2573,3.6.4.13,DDX24
2574,3.6.4.13,DHX37
2575,3.6.4.13,DDX55
2576,3.6.4.13,DHX35
2577,3.6.4.13,IFIH1
2578,3.6.4.13,DDX31
2579,3.6.4.13,YTHDC2
2580,3.6.4.13,SUPV3L1
2581,3.6.4.13,DDX50
2582,3.6.4.13,DDX54
2583,3.6.4.13,DHX58
2584,3.6.4.13,DDX39B
2585,3.6.4.13,DHX40
2586,3.6.4.13,DDX59
2587,3.6.4.13,DHX16
2588,3.6.4.13,DDX3Y
2589,3.6.4.13,DDX18
2590,3.6.4.13,DHX57
2591,3.6.4.13,DDX60L
2592,3.6.4.13,TDRD12
2593,3.6.4.13,DDX21
2594,3.6.4.13,DDX23
2595,3.6.4.13,DHX34
2596,3.6.4.13,EIF4A3
2597,3.6.4.13,DHX38
2598,3.6.4.13,DDX46
2599,1.17.4.1,RRM2B
2600,1.17.4.1,RRM1
2601,1.17.4.1,RRM2
2602,2.1.1.361,KMT5A
2603,2.1.1.361,PRDM6
2604,6.5.1.1,LIG1
2605,6.5.1.1,LIG3
2606,6.5.1.1,LIG4
2607,6.5.1.6,LIG1
2608,6.5.1.7,LIG1
2609,2.3.1.234,OSGEP
2610,2.3.1.234,OSGEPL1
2611,1.11.1.8,TPO
2612,2.3.2.24,UBE2O
2613,2.4.2.30,PARP2
2614,2.4.2.30,PARP3
2615,2.4.2.30,PARP1
2616,2.4.2.30,PARP4
2617,2.4.2.30,PARP15
2618,2.4.2.30,TIPARP
2619,2.4.2.30,PARP14
2620,2.4.2.30,PARP16
2621,2.4.2.30,ZC3HAV1
2622,2.4.2.30,PARP6
2623,2.4.2.30,PARP11
2624,2.4.2.30,PARP12
2625,2.4.2.30,PARP8
2626,2.4.2.30,TNKS2
2627,2.4.2.30,PARP9
2628,2.4.2.30,PARP10
