,enzyme,gene_symbol
3466,3.1.3.95,MTMR3
3467,3.1.3.95,MTMR2
3468,3.1.3.95,MTMR6
3469,3.1.3.95,MTMR7
3470,3.1.3.95,MTMR4
3471,1.14.16.5,AGMO
3472,5.2.1.2,GSTZ1
3473,6.5.1.8,RTCB
3474,2.7.7.78,GDPGP1
3475,1.1.1.79,GRHPR
3476,1.1.1.81,GRHPR
3477,2.1.1.225,TRMT13
3478,2.1.1.290,LCMT2
3479,2.3.1.231,LCMT2
3480,3.5.1.99,FAAH2
3481,3.5.1.99,FAAH
3482,1.8.4.12,MSRB2
3483,1.8.4.12,MSRB3
3484,1.8.4.12,MSRB1
3485,2.8.1.9,MOCOS
3486,3.2.1.169,OGA
3487,1.11.1.20,PRXL2B
3488,2.10.1.1,GPHN
3489,2.7.7.75,GPHN
3490,2.1.1.204,TRDMT1
3491,1.13.11.18,ETHE1
3492,2.8.4.5,CDKAL1
3493,3.7.1.5,FAHD1
3494,2.1.1.244,NTMT1
3495,3.1.1.32,PLAAT3
3496,7.6.2.3,ABCC1
3497,1.1.1.330,HSD17B12
3498,3.6.1.12,DCTPP1
3499,1.1.1.51,AKR1C3
3500,1.1.1.188,AKR1C3
3501,1.1.1.213,AKR1C2
3502,1.1.1.213,AKR1C3
3503,1.1.1.357,AKR1C4
3504,1.1.1.357,AKR1C1
3505,1.1.1.357,AKR1C2
3506,1.1.1.357,AKR1C3
3507,2.7.1.81,HYKK
3508,3.5.4.36,APOBEC1
3509,3.6.1.64,NUDT16
3510,1.21.1.1,IYD
3511,1.8.3.4,SELENBP1
3512,1.8.1.8,NXNL2
3513,1.8.1.8,NXN
3514,5.4.2.8,PMM1
3515,5.4.2.8,PMM2
3516,6.3.5.6,GATC
3517,6.3.5.6,GATB
3518,6.3.5.6,QRSL1
3519,6.3.5.7,GATC
3520,6.3.5.7,GATB
3521,6.3.5.7,QRSL1
3522,2.7.1.183,POMK
3523,3.1.3.96,PUDP
3524,2.1.1.299,METTL11B
3525,7.2.2.8,ATP7A
3526,7.2.2.8,ATP7B
3527,4.2.1.68,ENOSF1
3528,3.6.1.55,NUDT1
3529,3.6.1.55,NUDT15
3530,4.2.1.93,NAXD
3531,3.1.1.97,DPH7
3532,1.14.14.51,CYP2C19
3533,1.14.14.51,CYP2C9
3534,1.14.14.52,CYP2C19
3535,1.14.14.52,CYP2C9
3536,1.14.14.53,CYP2C19
3537,1.14.14.53,CYP2C9
3538,1.14.14.75,CYP2C19
3539,1.14.14.75,CYP2J2
3540,4.1.1.6,ACOD1
3541,1.14.14.78,CYP4F3
3542,1.14.14.78,CYP4F11
3543,1.14.14.78,CYP4F2
3544,1.14.14.94,CYP4F3
3545,1.14.14.94,CYP4F2
3546,2.7.7.86,CGAS
3547,2.5.1.108,DPH1
3548,3.6.1.56,NUDT1
3549,5.1.99.6,NAXE
3550,2.1.1.233,LCMT1
3551,2.4.1.312,POMGNT2
3552,1.6.3.5,RNLS
3553,1.14.17.3,PAM
3554,4.3.2.5,PAM
3555,4.2.3.134,PHYKPL
3556,6.3.1.14,DPH6
3557,1.14.19.53,CYP27C1
3558,4.3.1.17,SDS
3559,4.3.1.17,SDSL
3560,4.3.1.19,SDS
3561,4.3.1.19,SDSL
3562,1.14.11.30,HIF1AN
3563,1.14.13.32,CYP3A4
3564,1.14.14.55,CYP3A4
3565,1.14.14.56,CYP3A4
3566,1.14.14.57,CYP3A4
3567,1.14.14.73,CYP2J2
3568,1.14.14.73,CYP3A4
3569,6.3.2.3,GSS
3570,1.14.11.42,TYW5
3571,1.5.1.25,CRYM
3572,2.3.1.108,ATAT1
3573,5.1.3.29,FUOM
3574,7.3.2.7,GET3
3575,4.1.1.94,ECHDC1
3576,2.3.1.17,NAT8L
3577,6.3.1.17,RIMKLB
3578,6.3.2.41,RIMKLA
3579,6.3.2.41,RIMKLB
3580,6.3.2.42,RIMKLA
3581,4.2.1.77,L3HYPDH
3582,1.4.1.21,ASPDH
3583,3.2.2.29,TDG
3584,1.8.5.8,SQOR
3585,3.5.1.114,ACY3
3586,2.7.7.43,CMAS
3587,2.7.7.92,CMAS
3588,3.4.19.14,GGT1
3589,3.4.19.14,GGT5
3590,3.3.2.2,TMEM86B
3591,3.1.4.2,GPCPD1
3592,2.1.1.297,N6AMT1
3593,2.1.1.297,HEMK1
3594,2.7.1.157,GALK2
3595,2.8.3.13,SUGCT
3596,3.6.4.7,AFG1L
3597,1.18.1.6,FDXR
3598,2.3.1.80,NAT8B
3599,2.3.1.80,NAT8
3600,2.3.1.257,NAA40
3601,2.1.1.60,CAMKMT
3602,4.1.1.11,GADL1
3603,2.7.1.12,IDNK
3604,3.1.4.44,GDE1
3605,1.14.11.63,JMJD7
3606,2.1.1.85,SETD3
3607,2.1.1.309,BUD23
3608,3.1.3.18,PGP
3609,2.7.1.140,IPMK
3610,2.7.1.151,IPMK
3611,1.14.18.6,FA2H
3612,2.1.1.22,CARNMT1
3613,1.8.3.1,SUOX
3614,2.1.1.10,BHMT2
3615,1.1.1.50,AKR1C4
3616,1.1.1.225,AKR1C4
3617,1.1.1.149,AKR1C1
3618,1.14.14.80,CYP4A11
3619,1.14.14.80,CYP4A22
3620,2.3.1.258,NAA50
3621,1.14.13.225,MICAL3
3622,1.14.13.225,MICAL1
3623,1.14.13.225,MICAL2
3624,3.1.11.1,EXD2
3625,2.4.1.87,A3GALT2
3626,2.7.1.165,GLYCTK
3627,2.3.1.259,NAA60
3628,2.4.2.61,RXYLT1
3629,2.8.1.14,TRMU
3630,4.1.99.22,MOCS1
3631,4.6.1.17,MOCS1
3632,2.7.7.40,CRPPA
3633,3.1.7.2,HDDC3
3634,3.5.1.122,WDYHV1
3635,1.1.99.39,D2HGDH
3636,3.1.3.81,PLPP4
3637,3.1.3.81,PLPP5
3638,3.1.1.106,MACROD2
3639,3.1.1.106,MACROD1
3640,1.14.14.74,CYP2J2
3641,3.2.1.107,PGGHG
3642,2.1.1.34,TARBP1
3643,1.8.1.9,TXNRD2
3644,1.8.1.9,TXNRD3
3645,1.8.1.9,TXNRD1
3646,2.3.1.45,CASD1
3647,3.5.99.10,RIDA
3648,4.2.1.48,DGLUCY
3649,2.1.1.286,BMT2
3650,3.5.1.128,NIT1
3651,2.3.1.68,GLYATL1B
3652,2.3.1.68,GLYATL1
3653,3.4.17.17,VASH1
3654,3.4.17.17,VASH2
3655,1.2.1.32,ALDH8A1
3656,2.3.1.291,CERS6
3657,2.3.1.291,CERS5
3658,3.2.1.209,MAN1B1
3659,2.3.1.181,LIPT2
3660,7.2.2.19,ATP12A
3661,7.2.2.19,ATP4A
3662,7.2.2.19,ATP4B
